text,label,language,text_len,emo_label,pos,neg,neu,compound
Peccato non abbia limonato il palo,2.8,Italian,6,1,0.0,0.0,1.0,0.0
" Siamo veramente alle comiche, chi è capace può fare quello che vuole in questo paese. Finirà malissimo.",1.6,Italian,17,1,0.0,0.0,1.0,0.0
Regola 1) ti dicono che non puoi? Bene allora fallo.,1.6,Italian,10,1,0.0,0.0,1.0,0.0
" che bello amoree, sono stra felice per te",3.8,Italian,8,1,0.0,0.0,1.0,0.0
 allora la hodka che dividiamo io e te,2.0,Italian,8,1,0.0,0.0,1.0,0.0
"  No, non lo sa. È evidente.",2.0,Italian,6,2,0.0,0.355,0.645,-0.296
 Esatto era così,1.2,Italian,3,1,0.0,0.0,1.0,0.0
  Masa?,2.25,Italian,1,1,0.0,0.0,1.0,0.0
" Ma soprattutto.....non era stato pensato appositamente per i ""fragili"" stammerda di farmaco?🤔🤨",1.2,Italian,12,1,0.0,0.0,1.0,0.0
ma io per la 18 app l’anno scorso ci ho messo poco a farla che è tutto sto casino quest’anno 💀,1.6,Italian,21,1,0.0,0.0,1.0,0.0
Possiamo smettere di fare drama e soffermarci su questo ? ,2.2,Italian,10,1,0.0,0.0,1.0,0.0
 Io sì e fatti vedere più nuda,4.25,Italian,7,1,0.0,0.0,1.0,0.0
 Cornetto??,1.2,Italian,1,1,0.0,0.0,1.0,0.0
 che succede,1.0,Italian,2,1,0.0,0.0,1.0,0.0
"dimmi che non sai perdere, senza dimmi che non sai perdere inizia Pedri ",1.0,Italian,13,1,0.0,0.0,1.0,0.0
Forze ucraine aprono il fuoco contro un blindato russo a Mariupol ,1.0,Italian,11,1,0.0,0.0,1.0,0.0
 I dunno,1.75,Italian,2,1,0.0,0.0,1.0,0.0
 soreee,2.25,Italian,1,1,0.0,0.0,1.0,0.0
non ho dormito un cazzo madonna santa che rincoglionita che sono,3.0,Italian,11,1,0.0,0.0,1.0,0.0
e quando di botto hanno cambiato regia e li abbiamo trovati così? ⚰️⚰️⚰️ #barussie ,1.5,Italian,14,1,0.0,0.0,1.0,0.0
 Non siamo stupidi ma siamo ricchi 🤑 ahahahahha,1.6,Italian,8,1,0.0,0.0,1.0,0.0
 Grazie Deanna è stato un percorso in comune!,2.4,Italian,8,1,0.0,0.0,1.0,0.0
Ho sonno,2.25,Italian,2,1,0.0,0.0,1.0,0.0
ho iniziato flightless bird,2.75,Italian,4,1,0.0,0.0,1.0,0.0
"#HO CAZZO Calenda: ""Biden è pericoloso, passa da una gaffe all'altra"" -  ",1.6,Italian,12,1,0.0,0.0,1.0,0.0
Raccontatemi qualcosa,1.5,Italian,2,1,0.0,0.0,1.0,0.0
" Lo dico da una vita, ma sono incompreso! Questo fa i soldi con molti disagiati juventini.",1.4,Italian,16,1,0.0,0.0,1.0,0.0
 noooo non odiarmi 🧡🧡🧡,3.4,Italian,4,1,0.0,0.0,1.0,0.0
Sem sono,2.5,Italian,2,1,0.0,0.0,1.0,0.0
   La squadra si,1.0,Italian,3,1,0.0,0.0,1.0,0.0
Non tocco brew spesso ma quando lo faccio rompo SEMPRE php+oci,2.333333333333333,Italian,11,1,0.0,0.0,1.0,0.0
mi serve un minuto per riprendermi,3.0,Italian,6,1,0.0,0.0,1.0,0.0
 Su Besciamella si sarebbe buttata dal gg 1 invece Baru' lo deve conoscere.... Ma dai... Non ce n'è...#gfvip,3.0,Italian,18,0,0.121,0.0,0.879,0.296
" Citando la classe di Grace Kelli, e parlando di dignità, di rispetto etcccccccc e andiamo avanti così.🤏🤏🤏🤏🤏",1.6,Italian,17,0,0.167,0.0,0.833,0.4215
  Almeno le da buone?🤣,2.6,Italian,4,1,0.0,0.0,1.0,0.0
Dolores sta tagliando quell’insalata come se fosse la testa di Varù #jeru,2.8,Italian,12,1,0.0,0.0,1.0,0.0
   Sto pensando 🤔🤔🤔 Si sarebbe stupendo Perché lo puoi criticare e lui non ti può bloccare 😂,1.2,Italian,17,1,0.0,0.0,1.0,0.0
 Dico portacassette perché ne ho uno con quel manico fatto proprio così,2.4,Italian,12,1,0.0,0.0,1.0,0.0
 ma io cosa,2.0,Italian,3,1,0.0,0.0,1.0,0.0
 Superman della minchia a cazzari,2.2,Italian,5,1,0.0,0.0,1.0,0.0
  E che rinnovamento! Ahah siete divertenti,1.2,Italian,6,1,0.0,0.0,1.0,0.0
   Perché invece di usare i meme (non so se sia un meme) non prova ad argomentare?,2.25,Italian,16,1,0.0,0.0,1.0,0.0
"""Io ho fatto di tutto per uscire la settimana scorsa"" L'ha detto. L'ha detto #jerù",2.8,Italian,15,1,0.0,0.0,1.0,0.0
 si è stronzo coglione mi sta sul cazzo,2.0,Italian,8,1,0.0,0.0,1.0,0.0
  Quante volte mi sono segato con la fantasia da adolescente ❤️,5.0,Italian,11,1,0.0,0.0,1.0,0.0
 meglio,1.0,Italian,1,1,0.0,0.0,1.0,0.0
" Vorrebbe essere accanto a lui, mettere mi piace a quel post e commentarlo 😥",3.2,Italian,14,1,0.0,0.0,1.0,0.0
 In questa guerra nn voglio non nessuno perdono tutti,1.4,Italian,9,1,0.0,0.0,1.0,0.0
emma questo è x te stronza,3.4,Italian,6,1,0.0,0.0,1.0,0.0
"   Appunto. Bisogna stare all'erta. Questa, è paziente.",1.0,Italian,7,1,0.0,0.0,1.0,0.0
  L'ha attaccata alla sedia tipo volo Boing Rina01 in partenza,1.0,Italian,10,1,0.0,0.0,1.0,0.0
" Quando il cane si piazza accanto a me, mentre mangio, non resisto. Gli do sempre più di qualcosa...",3.4,Italian,18,1,0.0,0.0,1.0,0.0
 Mi piacerebbe conoscerti e vedere se è vero,2.8,Italian,8,1,0.0,0.0,1.0,0.0
 Sono nel pacchetto ❤️ paghi 2 prendi 3,1.4,Italian,8,1,0.0,0.0,1.0,0.0
  👌🏻,1.75,Italian,1,1,0.0,0.0,1.0,0.0
Questa settimana sarà una merda ma per fortuna andrò in fumetteria e venerdì esce heartsopper quindi mi consolo,3.2,Italian,18,1,0.0,0.0,1.0,0.0
Berardi lo odio da sempre,1.25,Italian,5,1,0.0,0.0,1.0,0.0
  Ricevuto commento analogo... 😬,1.4,Italian,4,1,0.0,0.0,1.0,0.0
 GIO,1.0,Italian,1,1,0.0,0.0,1.0,0.0
volevo solo dire che ho letto la descrizione del post di calma e penso sia davvero una bella persona,3.25,Italian,19,2,0.0,0.15,0.85,-0.4588
voglio abbandonare tutto,2.8,Italian,3,1,0.0,0.0,1.0,0.0
#RT  Come capire se il cane ha la febbre e come misurare la febbre al cane - ,1.0,Italian,17,0,0.146,0.0,0.854,0.34
   rimango ferita,3.0,Italian,2,1,0.0,0.0,1.0,0.0
 È peggio dello sgabuzzino,2.0,Italian,4,1,0.0,0.0,1.0,0.0
 dovrà accettare la realtà,2.0,Italian,4,1,0.0,0.0,1.0,0.0
" Speriamo, ma parrebbe di no",1.0,Italian,5,2,0.0,0.355,0.645,-0.296
 Veramente.. Sono senza parole,2.25,Italian,4,1,0.0,0.0,1.0,0.0
 Non so se è più finto il suo parrucchino o quel cartonato dietro di lei!!!! ,1.5,Italian,15,1,0.0,0.0,1.0,0.0
 iStore,1.75,Italian,1,1,0.0,0.0,1.0,0.0
boh cosa dovrei dire esattamente ,1.4,Italian,5,2,0.0,0.429,0.571,-0.4588
sem sono ,2.25,Italian,2,1,0.0,0.0,1.0,0.0
 sei in ritardo,2.5,Italian,3,1,0.0,0.0,1.0,0.0
 Bhe...io sul lavoro sono gentile anche con le altre donne 🤷‍♀️,3.0,Italian,11,1,0.0,0.0,1.0,0.0
Jai ho,1.6666666666666667,Italian,2,1,0.0,0.0,1.0,0.0
Al ratito,1.0,Italian,2,1,0.0,0.0,1.0,0.0
" mandate qualcuno a casa di 'sta gente, che gli sfondi la porta e inizi a distruggergli casa, poi chiedetegli cosa vuole",2.2,Italian,21,1,0.0,0.0,1.0,0.0
 No una... e gli è bastata....😅,1.6,Italian,6,2,0.0,0.423,0.577,-0.296
" Buon pomeriggio carissima Gabriella, ti ringrazio e buon fine settimana:-)))",2.6,Italian,10,0,0.184,0.0,0.816,0.2023
 sto cazzo,2.6,Italian,2,1,0.0,0.0,1.0,0.0
  Ma valgono solo per il vate queste giustificazioni?,1.0,Italian,8,1,0.0,0.0,1.0,0.0
  Ma scusami possiamo parlare di te?,3.5,Italian,6,1,0.0,0.0,1.0,0.0
" Beh, c'è un motivo se non la sentivi da 5 anni",3.0,Italian,11,1,0.0,0.0,1.0,0.0
 No ora vai e te le fai prima che ti vengo a prendere per le oreccchie,2.6,Italian,16,2,0.0,0.145,0.855,-0.296
ho messo l'eyeliner dopo tipo mille millenni e mi sento un'altra persona completamente,2.8,Italian,13,1,0.0,0.0,1.0,0.0
Pensieri: Trombe d'aria in Italia : ecco che cosa le innesca ,1.2,Italian,11,1,0.0,0.0,1.0,0.0
 ci provo te lo prometto,2.5,Italian,5,1,0.0,0.0,1.0,0.0
  solo gli americani sanno improvvisare 😂😂,1.2,Italian,6,1,0.0,0.0,1.0,0.0
Comunque io proporrei una petizione per far scaricare Twitter al Basci! Noi ce lo meritiamo che commenta qui con noi!! #basciagoni,2.0,Italian,21,1,0.0,0.0,1.0,0.0
"  Cazzo , loro che parlano di furti 😂",1.6,Italian,8,1,0.0,0.0,1.0,0.0
 comunque tu astutamente non hai rischiato e hai fatto bene,3.2,Italian,10,1,0.0,0.0,1.0,0.0
"Ucraina, Donato: `Sanzioni pericolose, nessuno vuole guerra con Russia` #guerra #Russia #Ucraina ",1.0,Italian,12,1,0.0,0.0,1.0,0.0
yas hai il potete di far impazzire le mie notifiche,2.0,Italian,10,1,0.0,0.0,1.0,0.0
X uno che capisce tutto come lui nn fa notizia meno male che Scanzi c'è 😜🤣🤣 ,2.0,Italian,16,1,0.0,0.0,1.0,0.0
 Mavaialavorare.,1.75,Italian,1,1,0.0,0.0,1.0,0.0
Alberto lo adoro ma la sua vittoria è scontatissima #Amici18,2.0,Italian,10,1,0.0,0.0,1.0,0.0
  proprio come Anna. Io l'ho detto che i copioni li scrivono davvero male.,1.25,Italian,13,1,0.0,0.0,1.0,0.0
" Tutti cercano nomi ultra moderni, a me piace molto un nome antico: Sara.",2.6,Italian,13,1,0.0,0.0,1.0,0.0
 Dope!,1.5,Italian,1,1,0.0,0.0,1.0,0.0
 acquario,1.75,Italian,1,1,0.0,0.0,1.0,0.0
Alla faccia della casa #QuestaECasaMia,2.0,Italian,5,1,0.0,0.0,1.0,0.0
ed eccoci con un’alta canzone che non potrò mai più ascoltare allo stesso modo  ,2.4,Italian,14,1,0.0,0.0,1.0,0.0
E anche Patrizio Giordano ce lo siamo tolto dai coglioni #upas,1.6,Italian,11,1,0.0,0.0,1.0,0.0
 Il movimento cinque stelle,1.0,Italian,4,1,0.0,0.0,1.0,0.0
 Jai Mata di 🙏,2.0,Italian,4,1,0.0,0.0,1.0,0.0
" Se Dio vuole, in Ucraina tornerà la neutralità, ma la cosa migliore sarebbe che i Russi venissero a prendere te.",2.4,Italian,20,1,0.0,0.0,1.0,0.0
 Buongiorno Dj ☕️🍩🎶🍀,2.2,Italian,3,1,0.0,0.0,1.0,0.0
 Finalmente qualcuno apprezza questa canzone e il bridge ,1.8,Italian,8,1,0.0,0.0,1.0,0.0
 vamo,1.3333333333333333,Italian,1,1,0.0,0.0,1.0,0.0
 La pagina tragica e dolorosa è quella che ti lega alla politica italiana.,1.6,Italian,13,1,0.0,0.0,1.0,0.0
 Diosa!,1.0,Italian,1,1,0.0,0.0,1.0,0.0
Scopro ora che Thiem è un appassionato di apine e sostenibilità bravo Dominic ti stimo,1.6,Italian,15,1,0.0,0.0,1.0,0.0
" Nanti aku begitu di wa, di twt, di kkt, di ig, di sms",1.3333333333333333,Italian,13,1,0.0,0.0,1.0,0.0
 12 de di,1.3333333333333333,Italian,3,1,0.0,0.0,1.0,0.0
 giusto,1.2,Italian,1,1,0.0,0.0,1.0,0.0
 Grappa di Brunello e ciao,1.0,Italian,5,1,0.0,0.0,1.0,0.0
 voce,1.5,Italian,1,1,0.0,0.0,1.0,0.0
 vero soprattutto per quello,2.0,Italian,4,1,0.0,0.0,1.0,0.0
 Dannolo e Tontolo,2.4,Italian,3,1,0.0,0.0,1.0,0.0
  La vedo bene con fulvietto e fuffaro nella sagra dei #cazzari #noinonsiamocomeloro,3.0,Italian,12,1,0.0,0.0,1.0,0.0
 Da far venire il crepacuore,2.0,Italian,5,1,0.0,0.0,1.0,0.0
 cosa???,1.0,Italian,1,1,0.0,0.0,1.0,0.0
Ah se andate a urlare ricordate pure a J e B che parlarsi serve. Tanto me la immagino la giornata di silenzi e occhiate oggi #jeru,2.2,Italian,26,1,0.0,0.0,1.0,0.0
 Toretto cos'è sullo sgabello?!!! Pagliaccissimo dai.,1.8,Italian,6,1,0.0,0.0,1.0,0.0
Ritrovare il sorriso è la più bella forma di coraggio,1.2,Italian,10,1,0.0,0.0,1.0,0.0
 ormai ci ho rinunciato al recovery è sempre così ci provo due settimane e poi ci mollo,3.0,Italian,17,1,0.0,0.0,1.0,0.0
Parole ufficiali e comportamenti reali un po' differenti #USA #Ucraina ,1.4,Italian,10,2,0.0,0.31,0.69,-0.5574
ª chuparla,3.0,Italian,2,1,0.0,0.0,1.0,0.0
"Non è così, ma è così.💛 ",1.6,Italian,6,1,0.0,0.0,1.0,0.0
     Ah....sai che posso averli anche io...e non i dati....,1.4,Italian,9,1,0.0,0.0,1.0,0.0
 Ecco perché non mi hai risposto quando ti ho chiesto quali fossero i tuoi buoni propositi per l’anno nuovo,2.75,Italian,19,1,0.0,0.0,1.0,0.0
" Oh bene, adesso si che le cose andranno per il verso giusto!",1.75,Italian,12,1,0.0,0.0,1.0,0.0
   Avendo appena asportato un cancro magari non ci arrivo neanche 🤣 ma che devo rivedere?,3.25,Italian,15,1,0.0,0.0,1.0,0.0
 Buongiorno😁😁,1.8,Italian,1,1,0.0,0.0,1.0,0.0
  Adesso provano a vendere Dybala,1.0,Italian,5,1,0.0,0.0,1.0,0.0
 Mamma mia sta diventando un cartonato ..... e si inizia dalle labbra .... e si vede,3.6,Italian,16,2,0.0,0.145,0.855,-0.296
Da quando mi sono svegliata ho in mente solo Blu Celeste.,1.75,Italian,11,1,0.0,0.0,1.0,0.0
fandom dei polli alex e gigi contro? cazzo succede io non posso dividermi sono solo una,1.4,Italian,16,1,0.0,0.0,1.0,0.0
 non mi dire,1.6,Italian,3,2,0.0,0.6,0.4,-0.4588
  dono,1.5,Italian,1,1,0.0,0.0,1.0,0.0
" buongiorno chri, come stai?💛",3.4,Italian,4,1,0.0,0.0,1.0,0.0
fim da era fine line 😓😓😓,1.0,Italian,6,0,0.265,0.0,0.735,0.2023
Prima la pandemia e ora la guerra: l'unica certezza sembra essere l'incertezza ,1.2,Italian,12,1,0.0,0.0,1.0,0.0
"Mia mamma continua a ingozzarmi di frutta perché ""fa bene"", mi sento male a dirle che sono pienaaaaaaaaaaaaa",3.8,Italian,18,2,0.0,0.128,0.872,-0.296
mi darei un palo in testa come quello che mi darà lei,3.0,Italian,12,1,0.0,0.0,1.0,0.0
Attività Didattiche - Educazione Ambientale | Cooperativa Majella ,1.0,Italian,8,1,0.0,0.0,1.0,0.0
 non immaginiamo grazie,1.2,Italian,3,1,0.0,0.0,1.0,0.0
  lo ha detto anche vitiello cerca cifre molto alte,1.2,Italian,9,0,0.231,0.0,0.769,0.34
no ma questo zuko redemption arc bellissimo amore mio grande ha sempre avuto un cuore grande e buono aveva solo un po' di daddy issues,2.333333333333333,Italian,25,2,0.082,0.199,0.719,-0.5267
  Ma c’era il ventilatore neonatale nella sala parto dove sei venuto al mondo? No eh?,2.6,Italian,15,2,0.0,0.155,0.845,-0.3736
comunque palesemente quello che mi dà più fastidio e detesto il suo modo di non dirgli mai un cazzo sembra innamorato più di lui,2.8,Italian,24,1,0.0,0.0,1.0,0.0
 😅😂 ( adesso rido ma oggi 😖),2.8,Italian,7,1,0.0,0.0,1.0,0.0
 Lui lo si prende a luglio a titolo definitivo,1.25,Italian,9,1,0.0,0.0,1.0,0.0
 Fa anche un altro thread su chi è fascista e abbiamo il 90% della popolazione mondiale 😅,1.25,Italian,17,1,0.0,0.0,1.0,0.0
bro immagina avere playboicarti nella top ten dei cantanti più ascoltati,2.8,Italian,11,0,0.153,0.0,0.847,0.2023
  In primis abbandonati dal primo cittadino! Dunque?,1.2,Italian,7,1,0.0,0.0,1.0,0.0
" ma assolutamente no, io salvo lulù, oggettivamente se lo merita di più",1.6,Italian,12,2,0.0,0.167,0.833,-0.296
   Sì,1.0,Italian,1,1,0.0,0.0,1.0,0.0
 ْ,1.0,Italian,1,1,0.0,0.0,0.0,0.0
 ^_^ :O,1.75,Italian,2,2,0.0,0.681,0.319,-0.2808
" *Abbiano. È divertente vedere come ti professi una vera e perfetta italiana, ma non conosci il congiuntivo",1.2,Italian,17,1,0.0,0.0,1.0,0.0
     Una cosa no treu l'altra,2.0,Italian,5,2,0.0,0.355,0.645,-0.296
 deve finire era di fesachioto e iniziare era di dragone. propongo riso cantonese nuvole di drago coca cola.,1.6666666666666667,Italian,18,1,0.0,0.0,1.0,0.0
"Ma com'è buono il mio ""finto risottino"" con speck e radicchio🤣✌️✌️✌️✌️💕 ",1.6,Italian,11,1,0.0,0.0,1.0,0.0
 Infatti saremo a rischio anche noi,2.0,Italian,6,1,0.0,0.0,1.0,0.0
 quanto?,1.5,Italian,1,1,0.0,0.0,1.0,0.0
 Lui è un’emozione per sempre ❤️…#CanYaman,3.0,Italian,6,1,0.0,0.0,1.0,0.0
"Mykonos con volo dall'Italia, volo + 7 notti a partire da €662 ",1.0,Italian,12,1,0.0,0.0,1.0,0.0
La polizia marocchina aggredisce diversi attivisti Saharawi nella città occupata di Boujador. #Wesatimes ,1.4,Italian,13,1,0.0,0.0,1.0,0.0
 Sempre più di un piccione con una fava..Sempre più di due piccioni con una fava. L’ideale sono 1000 piccioni con una fava.,1.75,Italian,22,1,0.0,0.0,1.0,0.0
" Si infatti,è più da 352,ma secondo me neanche arriva,tira una brutta aria per gennaio non c'è 1euro.",1.4,Italian,17,1,0.0,0.0,1.0,0.0
 Sono bellissimi!,2.2,Italian,2,1,0.0,0.0,1.0,0.0
  c'è qualquadra che non cosa,1.0,Italian,5,1,0.0,0.0,1.0,0.0
 Posso capire che problema avete col fatto che #Ricciardo sia davanti a #Norris? 😒 #f1 #GPMiami #MiamiGP,1.0,Italian,17,1,0.0,0.0,1.0,0.0
 a quanti metri da me?,2.4,Italian,5,1,0.0,0.0,1.0,0.0
 che hanno fatto mo,1.6,Italian,4,1,0.0,0.0,1.0,0.0
 uhhhh siii! lasciami anche il nick che ti seguo dal mio trade &lt;3,3.8,Italian,13,1,0.0,0.0,1.0,0.0
Senti pubblicità delle piadelle toast della Mulino Bianco PROPRIO IL NOME MATTIA DOVEVI SCEGLIERE SONO SALTATA IN ARIA BO,3.5,Italian,19,1,0.0,0.0,1.0,0.0
 NON SAI IO per ora abbiamo solo primi piani orribili,2.4,Italian,10,1,0.0,0.0,1.0,0.0
" Questi bulli dovrebbero essere ""iniziati"" alla mafia nigeriana,così sperimento il vero bullismo.",1.75,Italian,12,1,0.0,0.0,1.0,0.0
"Mi rende proprio tanto felice come fanno in pochi, lo amo con tutto il mio cuore",3.5,Italian,16,1,0.0,0.0,1.0,0.0
" Siiiiii, soprattutto perché è il genere che piace a noi Fedee",2.4,Italian,11,1,0.0,0.0,1.0,0.0
  in che senso?,1.0,Italian,3,1,0.0,0.0,1.0,0.0
"Le pagelle del Bologna - Arnautovic è devastante, Theate non lascia passare nessuno ",1.0,Italian,13,1,0.0,0.0,1.0,0.0
  Presto anche iooo,1.6,Italian,3,1,0.0,0.0,1.0,0.0
" Ipocrisia di pedosatanisti...disney sta tremando, lo sò non devo giudicare...",2.75,Italian,10,1,0.0,0.0,1.0,0.0
 Amo vocee 💕,3.0,Italian,3,1,0.0,0.0,1.0,0.0
" Faccio cose che non mi piace fare. Lavo vetri e pavimenti. Poi, stanca morta, non penso più.",3.2,Italian,17,1,0.0,0.0,1.0,0.0
 questa descrizione 💀,1.4,Italian,3,1,0.0,0.0,1.0,0.0
"Esche avvelenate, individuato il responsabile: scatta la denuncia - Giornale di brescia ",1.0,Italian,12,1,0.0,0.0,1.0,0.0
Stiamo vivendo un periodo storico che in futuro durante le interrogazioni verrà ricordato con “cazzo speriamo che non me lo chieda”,2.0,Italian,21,1,0.0,0.0,1.0,0.0
" Come sarebbe ""nessun atto di genocidio""? Ho capito male?",1.2,Italian,9,1,0.0,0.0,1.0,0.0
 Ha fatto bene? Ha fatto male? Ha fatto.,2.4,Italian,8,0,0.602,0.0,0.398,0.7622
 il 16 marzo,1.25,Italian,3,1,0.0,0.0,1.0,0.0
📽️“Nico #ècosì” guarda l'evento di presentazione della campagna su #Inclusione e #Emofilia. ,1.2,Italian,12,1,0.0,0.0,1.0,0.0
raga ma che cazzo #Oscars,1.2,Italian,5,1,0.0,0.0,1.0,0.0
  Hinato,1.5,Italian,1,1,0.0,0.0,1.0,0.0
La soglia della decenza ,1.2,Italian,4,1,0.0,0.0,1.0,0.0
"     Perchè? Ha delle obiezioni logiche o è dogma di fede, il suo?",1.6,Italian,12,0,0.235,0.0,0.765,0.4137
"  Sono solo parole, tu guarda i numeri.",1.2,Italian,7,1,0.0,0.0,1.0,0.0
quanti di voi sarete allo stadio domenica? quanto sfiga ci sara?,2.6,Italian,11,1,0.0,0.0,1.0,0.0
primo giorno senza giubbotto😋,1.6,Italian,4,1,0.0,0.0,1.0,0.0
L’unica cosa saggia finora detta da Alfonso #provvedimentodisciplinare #gfvip,2.0,Italian,9,1,0.0,0.0,1.0,0.0
 anche io &lt;3,2.8,Italian,3,1,0.0,0.0,1.0,0.0
 ANO,2.75,Italian,1,1,0.0,0.0,1.0,0.0
  chiedi troppo,1.2,Italian,2,1,0.0,0.0,1.0,0.0
 che cool!,2.4,Italian,2,0,0.722,0.0,0.278,0.3802
 Direi proprio di NESSUNO. Conoscenti ma non migliore amica/o,2.0,Italian,9,1,0.0,0.0,1.0,0.0
 Che prezzo lo paghiamo?,1.0,Italian,4,1,0.0,0.0,1.0,0.0
"Vent’anni di Mafia, il videogame: tutto quello che ci ha insegnato sulla (mala)vita  via #agendadigitale_eu",1.0,Italian,15,0,0.146,0.0,0.854,0.34
a tanto così 👌🏼 dal comprarmi dei pattini a rotelle,3.4,Italian,10,1,0.0,0.0,1.0,0.0
Quest'anno la parata è stata stupenda Buona #FestadellaRepubblica 🇮🇹,1.2,Italian,9,1,0.0,0.0,1.0,0.0
" Guarda, io così ho conosciuto mio marito 🥰",2.5,Italian,8,1,0.0,0.0,1.0,0.0
Ed infatti dopo due settimane e mezzo ieri prima di andare a dormire è entrato a vedere,2.25,Italian,17,1,0.0,0.0,1.0,0.0
Inzaghi lo sai che i cambi si possono fare anche al 60’,1.2,Italian,12,1,0.0,0.0,1.0,0.0
non smetterò mai di parlarne MAI #MetGala ,2.2,Italian,7,1,0.0,0.0,1.0,0.0
 Sei mermo,2.0,Italian,2,1,0.0,0.0,1.0,0.0
 Si. Trasmette sensazioni,3.0,Italian,3,1,0.0,0.0,1.0,0.0
"inventarsi di avere il covid per due like in più,quanto cazzo mi fai pena",2.6,Italian,14,0,0.161,0.0,0.839,0.3612
È invecchiata bene questa notizia fake ,1.0,Italian,6,2,0.0,0.437,0.563,-0.4767
Ma è stupenda ✨ #prelemi ,2.0,Italian,5,1,0.0,0.0,1.0,0.0
  Osservazioni mirate,1.2,Italian,2,1,0.0,0.0,1.0,0.0
 Giovani e belli...😉,2.4,Italian,3,1,0.0,0.0,1.0,0.0
 Quando organizziamo ronde private in mare per contrastare le ONG?,1.0,Italian,10,1,0.0,0.0,1.0,0.0
Sto odiando questa giornata di soli repost🙄 #prelemi,1.0,Italian,8,1,0.0,0.0,1.0,0.0
 ma ti pare coglione,3.0,Italian,4,1,0.0,0.0,1.0,0.0
 /perché fa così rifete,2.25,Italian,4,1,0.0,0.0,1.0,0.0
 Non dirmi così che lo devo ancora vedere,1.8,Italian,8,1,0.0,0.0,1.0,0.0
Comunque Barù il treno dovevi salirci sopra no prenderlo in faccia #jerù ,2.0,Italian,12,2,0.0,0.167,0.833,-0.296
non perdonerò mai la wwe per aver cambiato la theme song di edge ,1.75,Italian,13,1,0.0,0.0,1.0,0.0
 come te🙄,1.8,Italian,2,1,0.0,0.0,1.0,0.0
Roberto Quaglia dixit: Il Mito dell'11 Settembre compie 18 anni  93,1.6,Italian,11,1,0.0,0.0,1.0,0.0
 Ci,1.0,Italian,1,1,0.0,0.0,1.0,0.0
 Dove lo stai vedendo?❤,3.0,Italian,4,1,0.0,0.0,1.0,0.0
meglio amare o essere amati?,2.75,Italian,5,1,0.0,0.0,1.0,0.0
" hanno meno di un tempo per fare 4 goal, siamo sulla buona strada",1.0,Italian,13,1,0.0,0.0,1.0,0.0
il neo in fronte di giucas casella una volta finito il gf è planato dritto in fronte a vaporidis,2.8,Italian,19,1,0.0,0.0,1.0,0.0
Ci sono #dueIngredienti che rendono la vita più interessante: le emozioni e un pizzico di pazzia ,1.75,Italian,16,1,0.0,0.0,1.0,0.0
  Mmmmmm che pisellone grande,4.4,Italian,4,1,0.0,0.0,1.0,0.0
no ve lo giuro sono incazzata nera dovete sempre rovinare tutto,4.0,Italian,11,2,0.0,0.18,0.82,-0.296
 leggoo!,1.0,Italian,1,1,0.0,0.0,1.0,0.0
"tu sarai amato il giorno che potrai mostrare la tua debolezza, senza che l’altro se ne serva per affermare la sua forza",2.25,Italian,22,1,0.0,0.0,1.0,0.0
vabbè chi viene al concerto di louis il 3 settembre che sto da sola con mia sorella che non sa mezza canzone??🧍🏼‍♀️🧍🏼‍♀️🧍🏼‍♀️,2.0,Italian,22,2,0.0,0.113,0.887,-0.3736
" Grazie, sono proprio ignorante sull’argomento 🤦🏼‍♀️",2.6,Italian,6,1,0.0,0.0,1.0,0.0
  P e sa che di riforma della giustizia se ne parla da 50 anni.,1.0,Italian,14,1,0.0,0.0,1.0,0.0
da giovedì vado al mare e voglio sentire toca in spiaggia 🏖,3.6,Italian,12,1,0.0,0.0,1.0,0.0
la guerra ci ha messo del suo...ma non è che prima avessero fatto qualcosa per fermarle #carobollette,1.0,Italian,17,0,0.138,0.0,0.862,0.34
 ayato venti,1.0,Italian,2,1,0.0,0.0,1.0,0.0
"Comunque non vorrei smontarvi niente ma è chiaro che ""se lei è triste anche lui è triste"" solo per EDUCAZIONE 😭👀 #jeru",2.25,Italian,22,1,0.0,0.0,1.0,0.0
nessuno sarà mai importante per me come lo è seb,3.5,Italian,10,1,0.0,0.0,1.0,0.0
" Oddio, ma sono pazzi?",2.6,Italian,4,1,0.0,0.0,1.0,0.0
 dove!,1.0,Italian,1,1,0.0,0.0,1.0,0.0
 Grande affare...bravoooo🤮,1.4,Italian,2,1,0.0,0.0,1.0,0.0
il modo in cui Irene conosce bene Stefania 😭 #ilparadisodellesignore,1.2,Italian,10,1,0.0,0.0,1.0,0.0
 Si si ...ma quest'anno troppi passi falsi in difesa soprattutto negli ultimi minuti.,1.0,Italian,13,1,0.0,0.0,1.0,0.0
"Ehi Barù, ora hai capito qual è la differenza tra persona e giocatore? #jeru",2.4,Italian,14,1,0.0,0.0,1.0,0.0
passo mezz ora a sera su tiktok solo per innamorami di molteplici cucciole che non vedrò mai,3.2,Italian,17,1,0.0,0.0,1.0,0.0
