,id,VAD,source,text,emotions,split,emotion_model,domain,labeled,annotation_procedure
47374,47374,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"When I turn off my home alarm , the house will automatically tum on the lights and set the climate to a comfortable level .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
54399,54399,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Oh , maybe I can take the bus or even rent a car .","{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
113427,113427,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,Why can't I make a phone call! I hate this anxiety crap. Someone cure me,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 1, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
7004,7004,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,She went to the store to buy some groceries . Would you like to leave a message ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
12323,12323,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"OK , how was everything ?","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
45263,45263,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Thank you for saying so .,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
80481,80481,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Yes , I have been invited by the East Import","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
37463,37463,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"For sure ! I mean we ’ Ve learned how to apply pressure to stop bleeding , how to check for a pulse , and even how to apply CPR !","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
134148,134148,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,going to another birthday party tonite,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
41915,41915,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,You hurt Ben's feelings .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
147641,147641,"{'valence': None, 'arousal': None, 'dominance': None}",electoraltweets,Truly Obama's Jimmy Carter moment attack by Muslims on US embassy &amp US president responds w/ weakness &amp stupidity,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 1, 'fear': 0, 'trust': 0, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': 0, 'anticipation': 0, 'shame': None, 'guilt': None}",,Ekman+ET,tweets,single,
3756,3756,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Show me some of the latest fashion , please .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
127910,127910,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,Still wide awake... fortunately I don't have to be up early.,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
135449,135449,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,LMAO Twitting... thats never gonna get old haha!,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
65175,65175,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Bye , Ann !","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
14164,14164,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,You've got a deal .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
56452,56452,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Oh , that's why my parents never scold me that day . they always try to avoid tears and quarrels .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
134770,134770,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@ijustine ... like you're stuff!  Strange voicemails! http://bit.ly/yKxms,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 1, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
86829,86829,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Hi Steve . What do you think of the new supplier ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
7417,7417,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Okay . Does this car have a warranty ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
144913,144913,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,"Early bird gets the worm.  And in my case, birder gets to witness the carnage.","{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
120615,120615,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,"made it into leadership, buttt i'm still not happy! how can i enjoy it without my best friend?","{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
87456,87456,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,OK . Would you like this report done in a formal or informal style ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
59825,59825,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Sometimes the men wear flamboyant colours . Which films do you think will win awards this year ?,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
55774,55774,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,He has a finger in the pie .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
120371,120371,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,Just heard a single i had been waiting MONTHS to hear....and...im disappointed.,"{'joy': 0, 'anger': 0, 'sadness': 1, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
95692,95692,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Good afternoon . How can I help you ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
110052,110052,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,will not be home til 10 pm tonight,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
87068,87068,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,So how do you develop good relationships in the office ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
133813,133813,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@mckra1g  So jealous - I'd LOVE to see the Ella show...in fact I think I'll stream some right now!,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 1, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
88012,88012,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Wo , wo , that certainly is a lot for a young man to take on .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
113187,113187,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@charlieskies your vid wont play  x,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
78989,78989,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,That's all . Have a nice stay here .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
72203,72203,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Thanks , Frank . I ’ d love to come . When is it ?","{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
132846,132846,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,Spoke out in class again  now the dreaded ch13 bio test,"{'joy': 0, 'anger': 0, 'sadness': 1, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
128841,128841,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@paulcockerton that is truly impressive. Can't come close to that. Takes the argument over whether web needs subs to a new level though,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 1, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
19567,19567,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Yes , I do . It ’ s hard to find four players though , so I don ’ t play very often . Do you know anyone who plays ? If so , we could set up a game .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
15792,15792,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Oh , I know that place . It ’ s only two minutes drive .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
103674,103674,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,We only accept payment by irrevocable letter of credit payable against shipping documents .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
121105,121105,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@StephanieBamBam @tjtrapp I can't join your game... it's a private beta,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 1, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
15996,15996,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Yes , you are charged 50 cents a piece .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
13346,13346,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,You're right .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
104137,104137,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,May I help you ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
53131,53131,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,I think you'd better apologize .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
86240,86240,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Well , that's right . How about on a formal occasion ? What should I say to show my gratitude ?","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
135061,135061,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,is home,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
20769,20769,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Can I borrow five bucks ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
23049,23049,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Of course not . Let me check . Oh , you seem to be correct .","{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
